,title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
152,Horde: Zombie Outbreak,,,,,,(21 reviews),Madowl Games,Madowl Games,Mostly Positive,,"TITLE: Horde: Zombie Outbreak
GENRE: Action, Casual, Indie, Strategy, Early Access
DEVELOPER: Madowl Games
PUBLISHER: Madowl Games
RELEASE DATE: 30 Jul, 2018","30 Jul, 2018",Strategy Action Early Access Casual Indie +,
153,Marginalia,,,,,,(28 reviews),Connor Sherlock,Connor Sherlock,Positive,,"TITLE: Marginalia
GENRE: Adventure, Indie
DEVELOPER: Connor Sherlock, Cameron Kunzelman
PUBLISHER: Connor Sherlock
RELEASE DATE: 28 Oct, 2017","28 Oct, 2017",Walking Simulator Exploration First-Person Dark +,
154,Empire,Bundle info,,,,,(31 reviews),Clecota Games,Clecota Games,Positive,,"TITLE: Empire
GENRE: Indie, RPG, Strategy
DEVELOPER: Clecota Games
PUBLISHER: Clecota Games
RELEASE DATE: 20 Jul, 2018","20 Jul, 2018",RPG Indie Strategy RPGMaker JRPG +,
155,Pawn of the Dead,,,,,,(34 reviews),Aslan Game Studio,Aslan Game Studio,Positive,,"TITLE: Pawn of the Dead
GENRE: Indie, Strategy
DEVELOPER: Aslan Game Studio
PUBLISHER: Aslan Game Studio
RELEASE DATE: 19 Feb, 2021
EARLY ACCESS RELEASE DATE: 27 Aug, 2018","19 Feb, 2021",Strategy Indie Turn-Based Strategy Chess +,
156,Caffeine: Victoria's Legacy,Bundle info,,,,,(15 reviews),Kikai Digital,Kikai Digital,Positive,,"TITLE: Caffeine: Victoria's Legacy
GENRE: Adventure, Indie
DEVELOPER: Kikai Digital
PUBLISHER: Kikai Digital
FRANCHISE: Kikaiism
RELEASE DATE: 20 Mar, 2020
EARLY ACCESS RELEASE DATE: 30 Jan, 2020","20 Mar, 2020",Visual Novel Adventure Steampunk Anime +,
157,Sanguine Sanctum,"3,99€",,,Sanguine Sanctum Demo,,(24 reviews),Modus Interactive Games,Modus Interactive Games,Positive,,"TITLE: Sanguine Sanctum
GENRE: Indie
DEVELOPER: Modus Interactive Games
PUBLISHER: Modus Interactive Games
RELEASE DATE: 7 Sep, 2018","7 Sep, 2018",Indie Gore Horror Exploration +,
158,Voxel Race,,,,,,(76 reviews),RewindApp,RewindApp,Mixed,,"TITLE: Voxel Race
GENRE: Casual, Indie, Racing
DEVELOPER: RewindApp
PUBLISHER: RewindApp
RELEASE DATE: 6 Nov, 2018","6 Nov, 2018",Casual Indie Automobile Sim Racing Retro +,
159,Azurael's Circle: Chapter 2,Bundle info,,,,,(16 reviews),Jordan Allen,Enkian Games,Positive,,"TITLE: Azurael's Circle: Chapter 2
GENRE: Adventure, Indie
DEVELOPER: Jordan Allen
PUBLISHER: Enkian Games
FRANCHISE: Azurael
RELEASE DATE: 3 Sep, 2018","3 Sep, 2018",Adventure Indie Gore RPGMaker Horror +,
160,Astral Gunners,,,,,,(12 reviews),Sati Bros,Sati Bros,Positive,,"TITLE: Astral Gunners
GENRE: Action, Early Access
DEVELOPER: Sati Bros
PUBLISHER: Sati Bros
RELEASE DATE: 1 Oct, 2020
EARLY ACCESS RELEASE DATE: 1 Oct, 2020","1 Oct, 2020",Bullet Hell Shoot 'Em Up Action Difficult 2D +,11.0
161,Night of the Blood Moon,,,,,,(29 reviews),Tyler McDermott,Tyler McDermott,Positive,,"TITLE: Night of the Blood Moon
GENRE: Action, Adventure, RPG
DEVELOPER: Tyler McDermott
PUBLISHER: Tyler McDermott
RELEASE DATE: 21 Jan, 2019
EARLY ACCESS RELEASE DATE: 14 Jan, 2019","21 Jan, 2019",Action Adventure RPG Action Roguelike 2D +,
162,Finding Light,Bundle info,,,,,(13 reviews),Joshua Keith,Joshua Keith,Positive,,"TITLE: Finding Light
GENRE: Casual, Indie, RPG
DEVELOPER: Joshua Keith
PUBLISHER: Joshua Keith
FRANCHISE: The Knights of Ambrose Saga
RELEASE DATE: 14 Oct, 2018","14 Oct, 2018",RPG Retro Indie Party-Based RPG Fantasy +,
163,Beat the Song,,,,,,(40 reviews),AAAGAMES,AAAGAMES,Positive,,"TITLE: Beat the Song
GENRE: Indie
DEVELOPER: AAAGAMES
PUBLISHER: AAAGAMES
RELEASE DATE: 28 Aug, 2018","28 Aug, 2018",Indie Music Rhythm +,
164,Duke Dashington Remastered,Bundle info,,,,,(29 reviews),Adventure Islands,Adventure Islands,Positive,,"TITLE: Duke Dashington Remastered
GENRE: Action, Adventure, Indie
DEVELOPER: Adventure Islands
PUBLISHER: Adventure Islands
RELEASE DATE: 16 Nov, 2018","16 Nov, 2018",Indie Action Adventure 2D Pixel Graphics +,
165,WitchAction,Bundle info,,,,,(14 reviews),SouzaiSoftSugar,AnelaGamesStudio,Positive,,"TITLE: WitchAction
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: SouzaiSoftSugar, そうざいそふとSugar
PUBLISHER: AnelaGamesStudio
RELEASE DATE: 22 Nov, 2018","22 Nov, 2018",Action Indie Casual Adventure Anime 2D +,
166,PUZZLE: CATS & DOGS,Bundle info,,,,,(22 reviews),AFBIK Studio,AFBIK Studio,Positive,,"TITLE: PUZZLE: CATS & DOGS
GENRE: Casual, Indie
DEVELOPER: AFBIK Studio
PUBLISHER: AFBIK Studio
FRANCHISE: PUZZLE: CATS & DOGS
RELEASE DATE: 21 Jul, 2018","21 Jul, 2018",Casual Indie Puzzle Adventure +,
167,Bouncing Over It with friends,,,,,,(33 reviews),EYEJAM STUDIOS,EYEJAM STUDIOS,Positive,,"TITLE: Bouncing Over It with friends
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: EYEJAM STUDIOS, Damien Sueur
PUBLISHER: EYEJAM STUDIOS
RELEASE DATE: 8 Aug, 2018","8 Aug, 2018",Action Casual Indie Adventure +,
168,PUT ANNA,,,,,,(49 reviews),Petushock Production,Petushock Production,Positive,,"TITLE: PUT ANNA
GENRE: Adventure, Indie, RPG
DEVELOPER: Petushock Production
PUBLISHER: Petushock Production
RELEASE DATE: 9 Aug, 2018","9 Aug, 2018",Indie Adventure RPG JRPG Memes 2D +,
169,Arcane Golf,,,,,,(24 reviews),FromLefcourt,FromLefcourt,Positive,,"TITLE: Arcane Golf
GENRE: Casual, Indie, Sports
DEVELOPER: FromLefcourt, thatgregperkins
PUBLISHER: FromLefcourt, thatgregperkins
RELEASE DATE: 26 Jul, 2018","26 Jul, 2018",Puzzle Mini Golf Pixel Graphics Physics Golf +,9.0
170,Heliophobia,,,,,,(16 reviews),Glass Knuckle Games,Glass Knuckle Games,Positive,,"TITLE: Heliophobia
GENRE: Action, Adventure, Indie
DEVELOPER: Glass Knuckle Games
PUBLISHER: Glass Knuckle Games
RELEASE DATE: 18 Oct, 2018","18 Oct, 2018",Indie Action Adventure Horror Singleplayer +,
171,FALL 坠落之后,"1,59€",,,,,(24 reviews),朵游社,Fantasia Studio,Positive,,"TITLE: FALL 坠落之后
GENRE: Adventure, Indie
DEVELOPER: 朵游社, Fantasia Studio
PUBLISHER: Fantasia Studio
RELEASE DATE: 16 Aug, 2018","16 Aug, 2018",Adventure Indie RPGMaker +,
172,Bang Bang Fruit 3,Bundle info,,,,,(23 reviews),Snkl Studio,Snkl Studio,Mostly Positive,,"TITLE: Bang Bang Fruit 3
GENRE: Casual, Indie
DEVELOPER: Snkl Studio
PUBLISHER: Snkl Studio
FRANCHISE: Bang Bang Fruit
RELEASE DATE: 31 Jul, 2018","31 Jul, 2018",Casual Indie Puzzle Physics Family Friendly +,
173,Amulet Zero 零物语 - Optimize,"-25%
0,79€
0,59€",,,,,(36 reviews),ShiinaYashiro,ShiinaYashiro,Positive,,"TITLE: Amulet Zero 零物语 - Optimize
GENRE: Indie, RPG
DEVELOPER: ShiinaYashiro
PUBLISHER: ShiinaYashiro
FRANCHISE: ShiinaYashiro
RELEASE DATE: 14 Aug, 2018","14 Aug, 2018",RPG Indie RPGMaker Puzzle +,
174,PUZZLE: LANDSCAPES,Bundle info,,,,,(28 reviews),AFBIK Studio,AFBIK Studio,Positive,,"TITLE: PUZZLE: LANDSCAPES
GENRE: Adventure, Casual, Indie
DEVELOPER: AFBIK Studio
PUBLISHER: AFBIK Studio
FRANCHISE: AFBIK Studio
RELEASE DATE: 8 Aug, 2018","8 Aug, 2018",Casual Indie Adventure +,
175,Skybolt Zack,,,,,,(43 reviews),DEVS MUST DIE,Green Man Gaming Publishing,Positive,,"TITLE: Skybolt Zack
GENRE: Action, Adventure, Indie
DEVELOPER: DEVS MUST DIE
PUBLISHER: Green Man Gaming Publishing
RELEASE DATE: 7 Nov, 2019","7 Nov, 2019",Side Scroller Platformer Runner Rhythm 2D +,
176,Solid Aether,,,,,,(26 reviews),FAL Works,FAL Works,Positive,,"TITLE: Solid Aether
GENRE: Action, Indie
DEVELOPER: FAL Works
PUBLISHER: FAL Works
RELEASE DATE: 27 Sep, 2018","27 Sep, 2018",Action Indie Minimalist Shoot 'Em Up 2D +,
177,Yumori Forest,,,,,,(13 reviews),TERA14,TERA14,Positive,,"TITLE: Yumori Forest
GENRE: Action, Indie
DEVELOPER: TERA14
PUBLISHER: TERA14
RELEASE DATE: 14 Sep, 2018","14 Sep, 2018",Action Indie Gore Violent Difficult +,
178,Tiny Battle Simulator,,,,,,(33 reviews),vidiludi games and entertainment,vidiludi games and entertainment,Positive,,"TITLE: Tiny Battle Simulator
GENRE: Action, Adventure, Casual, Indie, Simulation, Strategy
DEVELOPER: vidiludi games and entertainment
PUBLISHER: vidiludi games and entertainment
RELEASE DATE: 10 Sep, 2018","10 Sep, 2018",Strategy Casual Simulation Action Indie +,
179,Doodle Derby,Bundle info,,,,,(23 reviews),Studio Erikson,Headup,Positive,,"TITLE: Doodle Derby
GENRE: Indie, Racing, Simulation
DEVELOPER: Studio Erikson
PUBLISHER: Headup
FRANCHISE: Headup
RELEASE DATE: 3 Sep, 2020
EARLY ACCESS RELEASE DATE: 14 Nov, 2019","3 Sep, 2020",Racing Indie Level Editor Multiplayer Funny +,
180,Ancients of Ooga,"9,99€",,,,,(27 reviews),Bacon Wrapped Games,NinjaBee.com,Positive,,"TITLE: Ancients of Ooga
GENRE: Indie, Casual
DEVELOPER: Bacon Wrapped Games
PUBLISHER: NinjaBee.com
RELEASE DATE: 20 May, 2011","20 May, 2011",Indie Casual Platformer Puzzle +,
181,Hamsterdam,,,,,,(49 reviews),Muse Games,Muse Games,Positive,,"TITLE: Hamsterdam
GENRE: Action, Indie
DEVELOPER: Muse Games
PUBLISHER: Muse Games
RELEASE DATE: 31 Jul, 2019","31 Jul, 2019",Action Indie Cute Fighting +,
182,Flappy Flappy VR,"2,39€",,,,,(23 reviews),Enthusiast Games,Enthusiast Games,Positive,,"TITLE: Flappy Flappy VR
GENRE: Casual, Indie
DEVELOPER: Enthusiast Games
PUBLISHER: Enthusiast Games
RELEASE DATE: 2 May, 2019","2 May, 2019",Indie Casual VR +,
183,Bestiary of Sigillum,"6,59€",,,Download,,(49 reviews),Intaglyph,Intaglyph,Positive,,"TITLE: Bestiary of Sigillum
GENRE: Strategy
DEVELOPER: Intaglyph
PUBLISHER: Intaglyph
RELEASE DATE: 22 Jan, 2019","22 Jan, 2019",Board Game MOBA Hex Grid 2D Strategy +,
184,Caveman Chuck,Bundle info,,,,,(20 reviews),Prime Bit Games SA,Prime Bit Games SA,Positive,,"TITLE: Caveman Chuck
GENRE: Action, Adventure
DEVELOPER: Prime Bit Games SA
PUBLISHER: Prime Bit Games SA
RELEASE DATE: 20 Sep, 2018","20 Sep, 2018",Platformer Dinosaurs 2D Retro Indie +,
185,DreamBack VR,"13,99€",,,,,(11 reviews),Come Over Gaming S.L.U.,Come Over Gaming S.L.U.,Positive,,"TITLE: DreamBack VR
GENRE: Adventure, Indie
DEVELOPER: Come Over Gaming S.L.U.
PUBLISHER: Come Over Gaming S.L.U.
RELEASE DATE: 10 Jun, 2020","10 Jun, 2020",VR Indie Horror Survival Horror Dark Gore +,
186,Monica e a Guarda dos Coelhos,,,,,,(38 reviews),Mad Mimic,Mad Mimic,Positive,,"TITLE: Monica e a Guarda dos Coelhos
GENRE: Casual, Indie, Strategy
DEVELOPER: Mad Mimic
PUBLISHER: Mad Mimic
RELEASE DATE: 4 Dec, 2018","4 Dec, 2018",Casual Strategy Indie Tower Defense Co-op +,
187,Diamond Caves,,,,,,(18 reviews),diamond productions,diamond productions,Positive,,"TITLE: Diamond Caves
GENRE: Action, Casual, Indie
DEVELOPER: diamond productions
PUBLISHER: diamond productions
RELEASE DATE: 15 Nov, 2018","15 Nov, 2018",Indie Action Casual Retro Puzzle +,
188,The Lost Legends of Redwall™: Escape the Gloomer,Bundle info,,,,,(16 reviews),Soma Games,Soma Games,Positive,,"TITLE: The Lost Legends of Redwall™: Escape the Gloomer
GENRE: Adventure, Indie
DEVELOPER: Soma Games, Clopas LLC
PUBLISHER: Soma Games
RELEASE DATE: 16 Nov, 2018","16 Nov, 2018",Adventure Indie Text-Based Interactive Fiction +,
189,Sydney Hunter and the Curse of the Mayan,,,,,,(43 reviews),CollectorVision Games,CollectorVision Games,Positive,,"TITLE: Sydney Hunter and the Curse of the Mayan
GENRE: Action, Adventure, Indie
DEVELOPER: CollectorVision Games
PUBLISHER: CollectorVision Games
RELEASE DATE: 11 Sep, 2019","11 Sep, 2019",Action Indie Adventure Platformer Retro +,
190,Drunkn Bar Fight on Halloween,"2,39€",,,,,(41 reviews),The Munky,The Munky,Positive,,"TITLE: Drunkn Bar Fight on Halloween
GENRE: Indie
DEVELOPER: The Munky
PUBLISHER: The Munky
FRANCHISE: Drunkn Bar Fight
RELEASE DATE: 1 Oct, 2018","1 Oct, 2018",Indie Violent VR +,
191,Pixelarium,,,,,,(20 reviews),Online OciGrup SL,Online OciGrup SL,Positive,,"TITLE: Pixelarium
GENRE: Casual, Indie
DEVELOPER: Online OciGrup SL
PUBLISHER: Online OciGrup SL
RELEASE DATE: 16 May, 2019","16 May, 2019",Casual Indie Pixel Graphics +,
192,Orogenesis,,,,,,(23 reviews),Samu,Samu,Positive,,"TITLE: Orogenesis
GENRE: Adventure, Indie, RPG
DEVELOPER: Samu
PUBLISHER: Samu
FRANCHISE: Samuverse
RELEASE DATE: 16 Oct, 2018","16 Oct, 2018",RPG Violent Adventure Indie RPGMaker +,
193,The Savior's Gang,Bundle info,,,,,(26 reviews),Catness Game Studios,Catness Game Studios,Positive,,"TITLE: The Savior's Gang
GENRE: Adventure, Casual, Indie, Simulation, Strategy
DEVELOPER: Catness Game Studios
PUBLISHER: Catness Game Studios
RELEASE DATE: 2 Mar, 2019","2 Mar, 2019",Casual Adventure Indie Strategy Simulation +,
194,STALINGRAD ABATIS,Bundle info,,,,,(16 reviews),indie_games_studio,indie_games_studio,Mixed,,"TITLE: STALINGRAD ABATIS
GENRE: Adventure, Indie, RPG, Simulation
DEVELOPER: indie_games_studio
PUBLISHER: indie_games_studio
RELEASE DATE: 21 Sep, 2018","21 Sep, 2018",Indie Adventure Violent RPG Simulation +,
195,Saboteur!,Bundle info,,,,,(46 reviews),SimFabric,SimFabric,Positive,,"TITLE: Saboteur!
GENRE: Action, Adventure, Indie
DEVELOPER: SimFabric, Clive Townsend
PUBLISHER: SimFabric
FRANCHISE: SimFabric
RELEASE DATE: 30 Nov, 2018","30 Nov, 2018",Action Adventure Indie Retro Singleplayer +,
196,Rocket Boots Mania,,,,,,(32 reviews),Contra Concept,Contra Concept,Positive,,"TITLE: Rocket Boots Mania
GENRE: Action, Adventure, Casual, Indie, Racing, Early Access
DEVELOPER: Contra Concept
PUBLISHER: Contra Concept
FRANCHISE: RocketBoots Mania
RELEASE DATE: 29 Nov, 2018
EARLY ACCESS RELEASE DATE: 29 Nov, 2018","29 Nov, 2018",Early Access Open World Action Parkour +,
197,Vignettes,,,,,,(43 reviews),Skeleton Business,Skeleton Business,Positive,,"TITLE: Vignettes
GENRE: Adventure, Casual, Indie
DEVELOPER: Skeleton Business
PUBLISHER: Skeleton Business
RELEASE DATE: 6 Mar, 2019","6 Mar, 2019",Indie Casual Adventure Puzzle Minimalist +,
198,Thunder Kid,Bundle info,,,,,(22 reviews),Renegade Sector Games,Renegade Sector Games,Positive,,"TITLE: Thunder Kid
GENRE: Action
DEVELOPER: Renegade Sector Games
PUBLISHER: Renegade Sector Games
FRANCHISE: Tales of the Renegade Sector
RELEASE DATE: 22 Oct, 2018","22 Oct, 2018",Action Shoot 'Em Up Indie Sci-fi Retro +,
199,Stamp Boy / 跳跳小子,,,,,,(39 reviews),sadimakegames,sadimakegames,Positive,,"TITLE: Stamp Boy / 跳跳小子
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: sadimakegames
PUBLISHER: sadimakegames
RELEASE DATE: 10 Sep, 2019","10 Sep, 2019",Indie Action Casual Adventure Platformer +,
200,Kiritan VS Kanitan ~Zunda-mochi Defense!~,Bundle info,,,,,(16 reviews),Akamurasaki Games,Akamurasaki Games,Positive,,"TITLE: Kiritan VS Kanitan ~Zunda-mochi Defense!~
GENRE: Simulation, Strategy
DEVELOPER: Akamurasaki Games
PUBLISHER: Akamurasaki Games
RELEASE DATE: 13 Feb, 2020
EARLY ACCESS RELEASE DATE: 12 Feb, 2019","13 Feb, 2020",Tower Defense God Game Strategy Voxel 3D +,
201,Event-D,,,,,,(22 reviews),Freedintale Studio,Freedintale Studio,Positive,,"TITLE: Event-D
GENRE: Adventure
DEVELOPER: Freedintale Studio
PUBLISHER: Freedintale Studio
RELEASE DATE: 17 Dec, 2018","17 Dec, 2018",Adventure Visual Novel Sci-fi Futuristic +,
202,Alien Shooter - Last Hope,,,,,,(120 reviews),Sigma Team Inc.,Sigma Team Inc.,Very Positive,,"TITLE: Alien Shooter - Last Hope
GENRE: Action, Indie, RPG
DEVELOPER: Sigma Team Inc.
PUBLISHER: Sigma Team Inc.
FRANCHISE: Alien Shooter
RELEASE DATE: 6 Nov, 2020","6 Nov, 2020",Arena Shooter Action RPG Shoot 'Em Up +,
203,Hoyeonjigi,Bundle info,,,,,(44 reviews),Yurae,PsychoFlux Entertainment,Positive,,"TITLE: Hoyeonjigi
GENRE: Adventure, Casual, Indie
DEVELOPER: Yurae
PUBLISHER: PsychoFlux Entertainment
FRANCHISE: PsychoFlux Presents
RELEASE DATE: 9 Nov, 2018","9 Nov, 2018",Adventure Indie Casual Point & Click Linear +,
204,Parkan: Iron Strategy,,,,,,(21 reviews),GameXP.com,GameXP.com,Positive,,"TITLE: Parkan: Iron Strategy
GENRE: Action, Adventure, Simulation
DEVELOPER: GameXP.com
PUBLISHER: GameXP.com
RELEASE DATE: 14 Feb, 2001","14 Feb, 2001",Action Simulation Mechs Strategy RPG +,
205,Weyrwood,Bundle info,,,,,(14 reviews),Choice of Games,Choice of Games,Positive,,"TITLE: Weyrwood
GENRE: Adventure, Indie, RPG
DEVELOPER: Choice of Games
PUBLISHER: Choice of Games
RELEASE DATE: 29 Nov, 2018","29 Nov, 2018",Adventure Indie RPG Text-Based +,
206,The Royal Game of Ur,,,,,,(38 reviews),Guido Out,Guido Out,Positive,,"TITLE: The Royal Game of Ur
GENRE: Casual
DEVELOPER: Guido Out
PUBLISHER: Guido Out
RELEASE DATE: 30 Nov, 2018","30 Nov, 2018",Board Game Casual Tabletop 2D Isometric +,
207,Go Outside Simulator,,,,,,(28 reviews),Aaron DeVries,SimRed,Positive,,"TITLE: Go Outside Simulator
GENRE: Casual, Indie, Simulation, Early Access
DEVELOPER: Aaron DeVries
PUBLISHER: SimRed
RELEASE DATE: 15 Nov, 2018
EARLY ACCESS RELEASE DATE: 15 Nov, 2018","15 Nov, 2018",Indie Casual Early Access Simulation +,16.0
208,🚀 Human Rocket Person,,,,,,(42 reviews),2nd Studio,2nd Studio,Positive,,"TITLE: 🚀 Human Rocket Person
GENRE: Action, Indie, Simulation
DEVELOPER: 2nd Studio
PUBLISHER: 2nd Studio
RELEASE DATE: 14 Nov, 2018","14 Nov, 2018",Indie Action Sexual Content Nudity Physics +,
209,Neon Junctions,Bundle info,,,,,(13 reviews),9 Eyes Game Studio,9 Eyes Game Studio,Positive,,"TITLE: Neon Junctions
GENRE: Indie
DEVELOPER: 9 Eyes Game Studio
PUBLISHER: 9 Eyes Game Studio, Stately Snail
RELEASE DATE: 6 Jun, 2019","6 Jun, 2019",Indie Puzzle Platformer Puzzle Sci-fi 1980s +,
210,Canasta 3D Premium,Bundle info,,,,,(36 reviews),BufoProject,BufoProject,Mostly Positive,,"TITLE: Canasta 3D Premium
GENRE: Casual, Indie, Simulation, Strategy
DEVELOPER: BufoProject
PUBLISHER: BufoProject
RELEASE DATE: 2 Jul, 2019","2 Jul, 2019",Card Game Tabletop Strategy Indie Casual +,
211,Pattern,,,,,,(19 reviews),Galen Drew,Ice Water Games,Positive,,"TITLE: Pattern
GENRE: Indie
DEVELOPER: Galen Drew, Michael Bell, Badru
PUBLISHER: Ice Water Games
RELEASE DATE: 7 Apr, 2020","7 Apr, 2020",Walking Simulator Exploration Atmospheric Indie +,
212,Otokomizu～漢水～,,,,,,(29 reviews),BIG BOYS STUDIO,Stepcloud.inc,Positive,,"TITLE: Otokomizu～漢水～
GENRE: Action, Indie
DEVELOPER: BIG BOYS STUDIO
PUBLISHER: Stepcloud.inc
RELEASE DATE: 28 Feb, 2019","28 Feb, 2019",Action Nudity Indie Superhero Ninja +,
213,Zeroptian Invasion,Bundle info,,,,,(16 reviews),Josyan,Josyan,Positive,,"TITLE: Zeroptian Invasion
GENRE: Action, Indie
DEVELOPER: Josyan
PUBLISHER: Josyan
RELEASE DATE: 28 Nov, 2018","28 Nov, 2018",Indie Action Arcade Shoot 'Em Up Retro +,
214,Metaloid : Origin,,,,,,(19 reviews),RetroRevolution,RetroRevolution,Positive,,"TITLE: Metaloid : Origin
GENRE: Action, Indie
DEVELOPER: RetroRevolution
PUBLISHER: RetroRevolution
RELEASE DATE: 28 Mar, 2019","28 Mar, 2019",Action Indie Pixel Graphics 2D Platformer +,
215,FIREWORK,,,,,,(27 reviews),Ivan Zanotti's MyMadnessWorks,Ivan Zanotti's MyMadnessWorks,Positive,,"TITLE: FIREWORK
GENRE: Action, Adventure, Indie
DEVELOPER: Ivan Zanotti's MyMadnessWorks
PUBLISHER: Ivan Zanotti's MyMadnessWorks
RELEASE DATE: 6 Dec, 2018","6 Dec, 2018",Action Adventure Indie Platformer +,
216,In The Ember 余烬之中,"0,79€",,,,,(19 reviews),凝冰剑斩,凝冰剑斩,Positive,,"TITLE: In The Ember 余烬之中
GENRE: Indie, RPG
DEVELOPER: 凝冰剑斩
PUBLISHER: 凝冰剑斩
RELEASE DATE: 18 Jan, 2019","18 Jan, 2019",RPG Indie RPGMaker Female Protagonist +,
217,Last Labyrinth（ラストラビリンス）,,,,,,(68 reviews),AMATA K.K.,AMATA K.K.,Mostly Positive,,"TITLE: Last Labyrinth（ラストラビリンス）
GENRE: Adventure
DEVELOPER: AMATA K.K.
PUBLISHER: AMATA K.K.
RELEASE DATE: 12 Nov, 2019","12 Nov, 2019",VR Puzzle Adventure Mystery Story Rich +,
218,Starblazer,"8,19€",,,,,(11 reviews),Starcade Arcade LLC,Starcade Arcade LLC,Positive,,"TITLE: Starblazer
GENRE: Action, Indie, Strategy
DEVELOPER: Starcade Arcade LLC
PUBLISHER: Starcade Arcade LLC
FRANCHISE: Starblazer
RELEASE DATE: 14 Sep, 2020
EARLY ACCESS RELEASE DATE: 21 Dec, 2018","14 Sep, 2020",RTS Space Strategy PvP Action Indie +,
219,祭品的逆襲 The Counterattack Of Sacrifice,Bundle info,,,,,(15 reviews),戴永翔(Dai Yong Xiang),戴永翔(Dai Yong Xiang),Positive,,"TITLE: 祭品的逆襲 The Counterattack Of Sacrifice
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: 戴永翔(Dai Yong Xiang)
PUBLISHER: 戴永翔(Dai Yong Xiang)
FRANCHISE: 被遺棄的雙子 Gemini of the abandoned, 宥蘿的奇幻冒險 YURO'S FANTASY ADVENTURE, 煉獄紅葉 MOMIJI FROM PURGATORY
RELEASE DATE: 21 Apr, 2019","21 Apr, 2019",Action Adventure Indie Horror Exploration +,
220,Azurael's Circle: Chapter 3,Bundle info,,,,,(10 reviews),Jordan Allen,Enkian Games,Positive,,"TITLE: Azurael's Circle: Chapter 3
GENRE: Adventure, Indie
DEVELOPER: Jordan Allen
PUBLISHER: Enkian Games
FRANCHISE: Azurael
RELEASE DATE: 29 Nov, 2018","29 Nov, 2018",Adventure Indie Gore Horror RPGMaker +,
221,Twinfold,,,,,,(12 reviews),Kenny Sun,Kenny Sun,Positive,,"TITLE: Twinfold
GENRE: Indie, Strategy
DEVELOPER: Kenny Sun
PUBLISHER: Kenny Sun
RELEASE DATE: 5 Dec, 2018","5 Dec, 2018",Strategy Indie Puzzle +,
222,Samozbor: Rebellion,Bundle info,,,,,(13 reviews),derevotyan,derevotyan,Positive,,"TITLE: Samozbor: Rebellion
GENRE: Casual, Indie
DEVELOPER: derevotyan
PUBLISHER: derevotyan
FRANCHISE: Samozbor
RELEASE DATE: 8 Dec, 2018","8 Dec, 2018",Casual Indie Visual Novel Adventure 2D +,
223,Lightstep Chronicles,,,,,,(26 reviews),Eipix Entertainment,Eipix Entertainment,Positive,,"TITLE: Lightstep Chronicles
GENRE: Adventure, Indie
DEVELOPER: Eipix Entertainment
PUBLISHER: Eipix Entertainment
RELEASE DATE: 1 Aug, 2019","1 Aug, 2019",Indie Adventure Singleplayer Atmospheric +,
